# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: rp^2_value, datatype: float64}
# - {name: rp^2_errorneg, datatype: float64}
# - {name: rp^2_errorpos, datatype: float64}
# schema: astropy-2.0
wavelength bin_width rp^2_value rp^2_errorneg rp^2_errorpos
1.672 0.0020000000000000018 0.0030809300530052148 6.0774173149817385e-05 6.18548705335507e-05
1.676 0.0020000000000000018 0.0029307684637332023 6.094161402374863e-05 6.099144687850841e-05
1.68 0.0020000000000000018 0.002954837640788805 5.667254704716518e-05 5.762724284711371e-05
1.684 0.0020000000000000018 0.003047774417846568 5.4601285970600974e-05 5.461683521805396e-05
1.688 0.0020000000000000018 0.00290024736507104 6.273552313937336e-05 6.360403701232776e-05
1.692 0.0020000000000000018 0.003035928852207385 5.8181995693708504e-05 5.8878462111884404e-05
1.696 0.0020000000000000018 0.002999467804512093 5.9426226287232885e-05 6.164994646746602e-05
1.7 0.0020000000000000018 0.0029476912523597873 5.819895034402892e-05 5.8998065962217235e-05
1.704 0.0020000000000000018 0.002951341716526918 5.8802289366631944e-05 6.0419756062181536e-05
1.708 0.0020000000000000018 0.0029081476668354625 6.124559088031356e-05 6.073949316480259e-05
1.712 0.0020000000000000018 0.0029250831804222316 5.9824301111023256e-05 6.0135563773146446e-05
1.716 0.0020000000000000018 0.0029601767839228816 7.152342747260027e-05 7.03075675157214e-05
1.72 0.0020000000000000018 0.0029584259043268484 6.367991243029242e-05 6.570983016335533e-05
1.724 0.0020000000000000018 0.003004858755527757 6.348336614381018e-05 6.533403987692924e-05
1.728 0.0020000000000000018 0.002937217042620686 6.538450354086822e-05 6.60178775693963e-05
1.732 0.0020000000000000018 0.003025559577757012 6.623055410929666e-05 6.635158252264826e-05
1.736 0.0020000000000000018 0.0030385761576220013 6.284397973524468e-05 6.120127804517834e-05
1.74 0.0020000000000000018 0.002974310292111494 6.236739957489815e-05 6.187709459538416e-05
1.744 0.0020000000000000018 0.0029620113374111876 5.690291930102219e-05 5.7966557724268685e-05
1.748 0.0020000000000000018 0.0030466208589079486 5.983423973994701e-05 6.019790665216492e-05
1.752 0.0020000000000000018 0.00299716157601308 5.8911886566075794e-05 5.854056693827209e-05
1.756 0.0020000000000000018 0.003052462174711979 6.806293541545541e-05 6.77937133490643e-05
1.76 0.0020000000000000018 0.0029632417869449442 5.9607942292784315e-05 5.954738603738789e-05
1.764 0.0020000000000000018 0.0029706633077292415 6.342043625798916e-05 6.174671851957511e-05
1.768 0.0020000000000000018 0.0029048581555446195 6.482351722086844e-05 6.52975253675951e-05
1.772 0.0020000000000000018 0.0029233693586525936 5.8793491525495345e-05 6.040261949082212e-05
1.776 0.0020000000000000018 0.0031626764310950174 5.763581054828333e-05 5.7166354563025195e-05
1.78 0.0020000000000000018 0.0029241777089921753 5.737106089132417e-05 5.6671030587059686e-05
1.784 0.0020000000000000018 0.0030396329314677354 6.0833511438224824e-05 6.279674469325319e-05
1.788 0.0020000000000000018 0.0030626558717420926 6.223912613832544e-05 6.37509046943715e-05
1.792 0.0020000000000000018 0.003034879058941799 5.991341405006852e-05 6.035450947585721e-05
