# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: rp^2_value, datatype: float64}
# - {name: rp^2_errorneg, datatype: float64}
# - {name: rp^2_errorpos, datatype: float64}
# schema: astropy-2.0
wavelength bin_width rp^2_value rp^2_errorneg rp^2_errorpos
2.2720000000000002 0.0020000000000000018 0.00295768328804458 5.8271392062814436e-05 6.009420353744006e-05
2.276 0.0020000000000000018 0.002897024854103398 5.667318814519878e-05 5.744188933993512e-05
2.2800000000000002 0.0020000000000000018 0.0029602137509403847 6.006284882632438e-05 6.042186876144924e-05
2.284 0.0020000000000000018 0.0029388921225003985 5.9452421601262784e-05 5.9433228713527946e-05
2.2880000000000003 0.0020000000000000018 0.0029830109444510225 5.762607770336964e-05 6.043704689521947e-05
2.292 0.0020000000000000018 0.0030343280390339933 5.9994692685421454e-05 5.9611394816933266e-05
2.2960000000000003 0.0020000000000000018 0.002926339557766918 6.039397975035436e-05 6.0928516657855845e-05
2.3 0.0020000000000000018 0.0030231270771686 5.9481920107574884e-05 5.803568027270027e-05
2.3040000000000003 0.0020000000000000018 0.0030605004597001914 5.9514001109105524e-05 6.12561237735734e-05
2.308 0.0020000000000000018 0.002962912187512569 6.276199877671036e-05 6.368637666942728e-05
2.3120000000000003 0.0020000000000000018 0.0029811999093627057 6.224544499188562e-05 6.074670748944808e-05
2.316 0.0020000000000000018 0.0029574663264526433 6.150590813406307e-05 6.107500226580371e-05
2.3200000000000003 0.0020000000000000018 0.0029914210793823446 6.0677592950240423e-05 5.935867720800172e-05
2.324 0.0020000000000000018 0.0031297048383208577 6.28900106025565e-05 6.325403913488891e-05
2.3280000000000003 0.0020000000000000018 0.003145257563716275 6.506354942909052e-05 6.606476624931726e-05
2.332 0.0020000000000000018 0.0029815297330090893 6.162996085687638e-05 6.0499851064079336e-05
2.3360000000000003 0.0020000000000000018 0.00291508078516499 6.451068671663824e-05 6.463831090982577e-05
2.34 0.0020000000000000018 0.0029632996501860976 6.169644980218636e-05 6.337623629755311e-05
2.3440000000000003 0.0020000000000000018 0.0030938689149874266 6.197407786257946e-05 6.42092012626298e-05
2.348 0.0020000000000000018 0.003037426272266786 6.138674537250989e-05 6.269038027909664e-05
2.3520000000000003 0.0020000000000000018 0.0029332308171622005 6.616122146512523e-05 6.696624354297995e-05
2.356 0.0020000000000000018 0.002977729787513969 6.450994679040815e-05 6.326183615307842e-05
2.3600000000000003 0.0020000000000000018 0.0030000178560665074 6.20331395893188e-05 6.200303528349979e-05
2.364 0.0020000000000000018 0.0028891738747604347 6.0120146918602596e-05 6.138814534847924e-05
2.3680000000000003 0.0020000000000000018 0.002851737219627356 6.123665563984417e-05 6.175572343215807e-05
2.372 0.0020000000000000018 0.002881536139698872 6.484047867193069e-05 6.66348545638228e-05
2.3760000000000003 0.0020000000000000018 0.002940488475132823 6.301736979668704e-05 6.384551022134291e-05
2.38 0.0020000000000000018 0.002952194660625405 6.153901771119297e-05 6.024860680247995e-05
2.3840000000000003 0.0020000000000000018 0.002945358639342291 6.674609502442747e-05 6.804820788246712e-05
2.388 0.0020000000000000018 0.0028839616772790774 6.660661256568294e-05 6.630353487155436e-05
2.3920000000000003 0.0020000000000000018 0.0028968995224275974 6.671459580138072e-05 6.703618496522491e-05
2.396 0.0020000000000000018 0.0029707179762440464 6.981311988239454e-05 7.042832079999463e-05
2.4000000000000004 0.0020000000000000018 0.0030848132780247665 6.24497586947507e-05 6.347043329881083e-05
2.404 0.0020000000000000018 0.0028733500470461667 6.590976194781935e-05 6.6061451389713e-05
2.4080000000000004 0.0020000000000000018 0.0030053131447983716 6.56910447855044e-05 6.638072846923805e-05
2.412 0.0020000000000000018 0.002930139052708173 6.917133654504642e-05 6.93549103296786e-05
2.4160000000000004 0.0020000000000000018 0.0027042649897611286 6.633383169036243e-05 6.664825663707605e-05
2.42 0.0020000000000000018 0.0029436836268542407 6.589936629347853e-05 6.545309987468278e-05
2.4240000000000004 0.0020000000000000018 0.0030085219923410133 6.810371598992308e-05 6.860777616801012e-05
2.428 0.0020000000000000018 0.002806875343190538 7.042494738008966e-05 7.102433592102e-05
2.4320000000000004 0.0020000000000000018 0.002910088611011594 6.88441415773568e-05 7.014528822424631e-05
2.436 0.0020000000000000018 0.0030219278478481547 7.009399535367299e-05 7.09072456755431e-05
2.4400000000000004 0.0020000000000000018 0.002862775927532687 6.74786132580465e-05 6.84496121673055e-05
2.444 0.0020000000000000018 0.0029473773477462465 6.661169598577927e-05 6.766459748812261e-05
2.4480000000000004 0.0020000000000000018 0.0030467921719164273 7.064205230663352e-05 7.180810888540766e-05
2.452 0.0020000000000000018 0.0028389325911034875 7.114191051298645e-05 7.155227453553873e-05
2.4560000000000004 0.0020000000000000018 0.0028924302877895406 6.75607772903518e-05 6.873497162064764e-05
2.46 0.0020000000000000018 0.003083541633995857 7.180757063329291e-05 7.129408450389039e-05
2.4640000000000004 0.0020000000000000018 0.002935475866149337 6.711339923343726e-05 6.801650857410878e-05
2.468 0.0020000000000000018 0.0028315117467256085 6.738367971678488e-05 6.832360779908874e-05
2.4720000000000004 0.0020000000000000018 0.00289319276700494 7.428224775947977e-05 7.37301114806816e-05
2.476 0.0020000000000000018 0.002895028150043964 7.013135378341378e-05 6.982012086649298e-05
2.4800000000000004 0.0020000000000000018 0.002966739639141532 7.229143052641437e-05 7.375100313476842e-05
2.484 0.0020000000000000018 0.003077477975440939 7.349861474735195e-05 7.340452522166564e-05
2.4880000000000004 0.0020000000000000018 0.0030851346006300147 7.76292410821517e-05 7.673724035601667e-05
2.492 0.0020000000000000018 0.0028346007401027747 7.235945645397068e-05 7.18972028667139e-05
2.4960000000000004 0.0020000000000000018 0.0028159100623598395 7.205414226964984e-05 7.255691059763125e-05
2.5 0.0019999999999997797 0.0028797148069669857 7.688852948880024e-05 7.5735983153078e-05
2.5039999999999996 0.0020000000000000018 0.0030528027930070926 7.305789556428079e-05 7.202858866239533e-05
2.508 0.0020000000000000018 0.0029905283763947683 7.021351329334052e-05 7.044875940308065e-05
2.5119999999999996 0.0020000000000000018 0.0028787564030855156 7.58093530891903e-05 7.548668633383313e-05
2.516 0.0020000000000000018 0.0030296985362553938 7.609649044563451e-05 7.460470537698927e-05
2.5199999999999996 0.0020000000000000018 0.002778720057350938 8.005655066060892e-05 8.120217113158357e-05
2.524 0.0020000000000000018 0.0029564055084330882 7.666226194107985e-05 7.549725707413487e-05
2.5279999999999996 0.0020000000000000018 0.002995659661680494 7.272837495764153e-05 7.363398403655106e-05
2.532 0.0020000000000000018 0.0029689434738088415 7.579317722387902e-05 7.642384161794845e-05
