# %ECSV 1.0
# ---
# datatype:
# - {name: wavelength, datatype: float64}
# - {name: bin_width, datatype: float64}
# - {name: rp^2_value, datatype: float64}
# - {name: rp^2_errorneg, datatype: float64}
# - {name: rp^2_errorpos, datatype: float64}
# schema: astropy-2.0
wavelength bin_width rp^2_value rp^2_errorneg rp^2_errorpos
3.832 0.0020000000000000018 0.002740707082276544 9.258994645393618e-05 9.299078439856112e-05
3.8360000000000003 0.0020000000000000018 0.002980260590648699 9.469541946826492e-05 9.338638555296411e-05
3.84 0.0020000000000000018 0.002932840762050988 0.00010209655525878847 0.00010296985302776047
3.8440000000000003 0.0020000000000000018 0.0028821697602843793 8.76590382450958e-05 9.006677375362473e-05
3.848 0.0020000000000000018 0.0028039220179358957 9.318644071240351e-05 9.382854730992547e-05
3.8520000000000003 0.0020000000000000018 0.0030342484752441524 9.365470804354945e-05 9.470597796429944e-05
3.856 0.0020000000000000018 0.002922912411233591 9.969893973608892e-05 0.00010326615548683551
3.8600000000000003 0.0020000000000000018 0.0030078027116432356 9.858010121973227e-05 9.71102305246216e-05
3.864 0.0020000000000000018 0.002905346803755255 9.709355480526025e-05 9.71387954879035e-05
3.8680000000000003 0.0020000000000000018 0.002869839543441487 9.757175544158848e-05 9.634789065533257e-05
3.872 0.0020000000000000018 0.0029917218453966014 0.00010247935105982828 0.00010490936639188844
3.8760000000000003 0.0020000000000000018 0.002957482597973559 0.00010133060430809549 0.00010334469681840333
3.88 0.0020000000000000018 0.002957046757585526 9.231680706036109e-05 9.579974327906388e-05
3.8840000000000003 0.0020000000000000018 0.0029176518728027006 9.250218002681936e-05 9.225876082754854e-05
3.888 0.0020000000000000018 0.0028392982374513434 0.00010486610753280678 0.0001043187543333518
3.8920000000000003 0.0020000000000000018 0.0030271147210364753 9.592964567496599e-05 9.585605877291108e-05
3.896 0.0020000000000000018 0.0028598476281646054 9.779224900466604e-05 0.00010139420653583042
3.9000000000000004 0.0020000000000000018 0.0030360992985448993 0.00010143601612919379 9.948585551150567e-05
3.904 0.0020000000000000018 0.0031165139669782358 9.85938055143333e-05 0.0001003929926815081
3.9080000000000004 0.0020000000000000018 0.0028756172710099814 9.534562160477345e-05 9.640126646971031e-05
3.912 0.0020000000000000018 0.0027906218255319025 9.893149885806902e-05 0.00010201306420939537
3.9160000000000004 0.0020000000000000018 0.002908497886362457 9.567603738384195e-05 9.358526308215955e-05
3.92 0.0020000000000000018 0.0028616727283683335 9.998678795350175e-05 0.00010153687423412709
3.9240000000000004 0.0020000000000000018 0.002940392012304106 9.898011687408314e-05 9.733609027141833e-05
3.928 0.0020000000000000018 0.0029190970493675906 0.00010102561894494849 0.00010247792680236501
3.9320000000000004 0.0020000000000000018 0.002892233417511985 0.00010416682132691202 0.00010335324641332294
3.936 0.0020000000000000018 0.0029437474311355557 9.363416280461613e-05 9.480144064321142e-05
3.9400000000000004 0.0020000000000000018 0.003043865166336892 0.00010015651696535302 0.00010307888716436101
3.944 0.0020000000000000018 0.0030860164647938315 9.631332389711767e-05 9.762522863405879e-05
3.9480000000000004 0.0020000000000000018 0.0031834439360230796 9.926496116493145e-05 0.00010145367050486045
3.952 0.0020000000000000018 0.002997604261976141 0.0001015704629020917 9.96858176833381e-05
3.9560000000000004 0.0020000000000000018 0.0028978659284439635 9.895666364916457e-05 9.725154614286446e-05
3.96 0.0020000000000000018 0.0030785096386859814 9.869349468899502e-05 0.00010206045871737155
3.9640000000000004 0.0020000000000000018 0.0028326875142491168 9.988153893572332e-05 0.00010381971313058085
3.968 0.0020000000000000018 0.0027724563839256083 0.00010213062412906546 0.00010540444066525377
3.9720000000000004 0.0020000000000000018 0.002933813876561851 0.0001007889573584283 9.873365390643436e-05
3.976 0.0020000000000000018 0.0030611424028793655 9.980410091226053e-05 0.00010145846830055634
